PAW protein_summary_9 results file
written: Sun Apr  7 21:52:34 2019

 	=subtotal(109,B6:B10653)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
3164.0	1	sp|P36551|HEM6_HUMAN	 	36.3	454	50151	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial OS=Homo sapiens OX=9606 GN=CPOX PE=1 SV=3	91	91	1.000	39	25	27	39	25	27	39.000	25.000	27.000	 
3165.0	1	sp|P36575|ARRC_HUMAN	 	8.5	388	42778	Arrestin-C OS=Homo sapiens OX=9606 GN=ARR3 PE=1 SV=2	9	1	0.111	2	3	4	0	0	1	0.000	0.000	1.035	sp|P32121|ARRB2_HUMAN, sp|P36575|ARRC_HUMAN, sp|P49407|ARRB1_HUMAN
3166.0	1	sp|P36578|RL4_HUMAN	 	37.9	427	47697	60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5	655	655	1.000	215	226	214	215	226	214	215.000	226.000	214.000	 
3167.0	1	sp|P36639|8ODP_HUMAN	 	23.4	197	22519	7,8-dihydro-8-oxoguanine triphosphatase OS=Homo sapiens OX=9606 GN=NUDT1 PE=1 SV=3	66	66	1.000	31	17	18	31	17	18	31.000	17.000	18.000	 
3168.0	1	sp|P36776|LONM_HUMAN	 	47.9	959	106488	Lon protease homolog, mitochondrial OS=Homo sapiens OX=9606 GN=LONP1 PE=1 SV=2	332	320	0.964	114	124	94	109	120	91	112.562	122.840	93.116	 
3169.0	1	sp|P36871|PGM1_HUMAN	 	50.7	562	61448	Phosphoglucomutase-1 OS=Homo sapiens OX=9606 GN=PGM1 PE=1 SV=3	270	270	1.000	105	84	81	105	84	81	105.000	84.000	81.000	 
3170.0	1	sp|P36873|PP1G_HUMAN	 	66.9	323	36983	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens OX=9606 GN=PPP1CC PE=1 SV=1	440	47	0.107	154	157	129	16	16	15	42.477	51.550	42.725	sp|P36873|PP1G_HUMAN, sp|P62136|PP1A_HUMAN, sp|P62140|PP1B_HUMAN
3171.0	1	sp|P36888|FLT3_HUMAN	 	14.9	993	112902	Receptor-type tyrosine-protein kinase FLT3 OS=Homo sapiens OX=9606 GN=FLT3 PE=1 SV=2	70	36	0.514	21	28	21	10	16	10	11.736	17.524	11.578	sp|P07333|CSF1R_HUMAN, sp|P09619|PGFRB_HUMAN, sp|P16234|PGFRA_HUMAN, sp|P17948|VGFR1_HUMAN, sp|P27361|MK03_HUMAN, sp|P28482|MK01_HUMAN, sp|P35916|VGFR3_HUMAN, sp|P36888|FLT3_HUMAN
3172.0	1	sp|P36896|ACV1B_HUMAN	 	7.9	505	56806	Activin receptor type-1B OS=Homo sapiens OX=9606 GN=ACVR1B PE=1 SV=1	4	1	0.250	3	1	0	1	0	0	1.333	0.000	0.000	sp|P36896|ACV1B_HUMAN, sp|P36897|TGFR1_HUMAN
3173.0	1	sp|P36897|TGFR1_HUMAN	 	27.2	503	55959	TGF-beta receptor type-1 OS=Homo sapiens OX=9606 GN=TGFBR1 PE=1 SV=1	25	22	0.880	7	10	8	5	9	8	6.667	10.000	8.000	sp|P36896|ACV1B_HUMAN, sp|P36897|TGFR1_HUMAN
3174.0	1	sp|P36915|GNL1_HUMAN	 	27.8	607	68660	Guanine nucleotide-binding protein-like 1 OS=Homo sapiens OX=9606 GN=GNL1 PE=1 SV=2	124	124	1.000	49	38	37	49	38	37	49.000	38.000	37.000	 
3175.0	1	sp|P36941|TNR3_HUMAN	 	3.4	435	46709	Tumor necrosis factor receptor superfamily member 3 OS=Homo sapiens OX=9606 GN=LTBR PE=1 SV=1	3	3	1.000	1	2	0	1	2	0	1.000	2.000	0.000	 
3176.0	1	sp|P36954|RPB9_HUMAN	 	56.8	125	14523	DNA-directed RNA polymerase II subunit RPB9 OS=Homo sapiens OX=9606 GN=POLR2I PE=1 SV=1	54	54	1.000	13	25	16	13	25	16	13.000	25.000	16.000	 
3177.0	1	sp|P36955|PEDF_HUMAN	 	23.2	418	46312	Pigment epithelium-derived factor OS=Homo sapiens OX=9606 GN=SERPINF1 PE=1 SV=4	57	57	1.000	13	5	39	13	5	39	13.000	5.000	39.000	 
3178.0	1	sp|P36956|SRBP1_HUMAN	 	3.1	1147	121674	Sterol regulatory element-binding protein 1 OS=Homo sapiens OX=9606 GN=SREBF1 PE=1 SV=2	6	5	0.833	3	2	1	2	2	1	2.500	2.000	1.000	sp|P36956|SRBP1_HUMAN, sp|Q12772|SRBP2_HUMAN
3179.0	1	sp|P36957|ODO2_HUMAN	 	43.5	453	48755	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4	411	411	1.000	148	137	126	148	137	126	148.000	137.000	126.000	 
3180.0	1	sp|P36959|GMPR1_HUMAN	 	56.2	345	37418	GMP reductase 1 OS=Homo sapiens OX=9606 GN=GMPR PE=1 SV=1	66	39	0.591	16	25	25	9	17	13	10.260	19.474	16.250	sp|P36959|GMPR1_HUMAN, sp|Q9P0U4|CXXC1_HUMAN, sp|Q9P2T1|GMPR2_HUMAN
3181.0	1	sp|P36969|GPX4_HUMAN	 	52.8	197	22174	Phospholipid hydroperoxide glutathione peroxidase OS=Homo sapiens OX=9606 GN=GPX4 PE=1 SV=3	172	172	1.000	75	48	49	75	48	49	75.000	48.000	49.000	 
3182.0	1	sp|P36980|FHR2_HUMAN	 	30.4	270	30650	Complement factor H-related protein 2 OS=Homo sapiens OX=9606 GN=CFHR2 PE=1 SV=1	43	13	0.302	8	7	28	3	0	10	7.052	0.000	17.553	sp|P08603|CFAH_HUMAN, sp|P36980|FHR2_HUMAN, sp|Q03591|FHR1_HUMAN
3183.0	1	sp|P37108|SRP14_HUMAN	 	36.0	136	14570	Signal recognition particle 14 kDa protein OS=Homo sapiens OX=9606 GN=SRP14 PE=1 SV=2	265	265	1.000	92	85	88	92	85	88	92.000	85.000	88.000	 
3184.0	1	sp|P37173|TGFR2_HUMAN	 	11.5	567	64567	TGF-beta receptor type-2 OS=Homo sapiens OX=9606 GN=TGFBR2 PE=1 SV=2	12	12	1.000	3	5	4	3	5	4	3.000	5.000	4.000	 
3185.0	1	sp|P37198|NUP62_HUMAN	 	21.8	522	53254	Nuclear pore glycoprotein p62 OS=Homo sapiens OX=9606 GN=NUP62 PE=1 SV=3	123	123	1.000	44	38	41	44	38	41	44.000	38.000	41.000	 
3186.0	1	sp|P37235|HPCL1_HUMAN	 	73.1	193	22313	Hippocalcin-like protein 1 OS=Homo sapiens OX=9606 GN=HPCAL1 PE=1 SV=3	153	48	0.314	50	57	46	14	16	18	45.967	51.814	46.000	REV_P37235, sp|P37235|HPCL1_HUMAN, sp|P61601|NCALD_HUMAN, sp|P84074|HPCA_HUMAN
3187.0	1	sp|P37268|FDFT_HUMAN	 	44.4	417	48115	Squalene synthase OS=Homo sapiens OX=9606 GN=FDFT1 PE=1 SV=1	51	51	1.000	26	14	11	26	14	11	26.000	14.000	11.000	 
3188.0	1	sp|P37275|ZEB1_HUMAN	 	8.5	1124	124072	Zinc finger E-box-binding homeobox 1 OS=Homo sapiens OX=9606 GN=ZEB1 PE=1 SV=2	23	23	1.000	7	8	8	7	8	8	7.000	8.000	8.000	 
3189.0	1	sp|P37287|PIGA_HUMAN	 	11.4	484	54126	Phosphatidylinositol N-acetylglucosaminyltransferase subunit A OS=Homo sapiens OX=9606 GN=PIGA PE=1 SV=1	12	12	1.000	4	5	3	4	5	3	4.000	5.000	3.000	 
3190.0	1	sp|P37802|TAGL2_HUMAN	 	81.9	199	22391	Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3	520	481	0.925	182	193	145	171	178	132	181.508	192.202	144.000	sp|P37802|TAGL2_HUMAN, sp|Q9UI15|TAGL3_HUMAN
3191.0	1	sp|P37837|TALDO_HUMAN	 	54.3	337	37540	Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2	946	946	1.000	353	308	285	353	308	285	353.000	308.000	285.000	 
3192.0	1	sp|P37840|SYUA_HUMAN	 	55.7	140	14460	Alpha-synuclein OS=Homo sapiens OX=9606 GN=SNCA PE=1 SV=1	191	109	0.571	64	59	68	36	34	39	64.000	58.286	68.000	sp|P37840|SYUA_HUMAN, sp|Q16143|SYUB_HUMAN
3193.0	1	sp|P38117|ETFB_HUMAN	 	67.8	255	27843	Electron transfer flavoprotein subunit beta OS=Homo sapiens OX=9606 GN=ETFB PE=1 SV=3	415	415	1.000	153	139	123	153	139	123	153.000	139.000	123.000	 
3194.0	1	sp|P38159|RBMX_HUMAN	 	63.4	391	42331	RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=3	1361	228	0.168	494	424	443	85	57	86	463.788	370.796	413.523	sp|A6NDE4|RBY1B_HUMAN, sp|O75526|RMXL2_HUMAN, sp|P38159|RBMX_HUMAN, sp|Q96E39|RMXL1_HUMAN
3195.0	1	sp|P38398|BRCA1_HUMAN	 	28.9	1863	207719	Breast cancer type 1 susceptibility protein OS=Homo sapiens OX=9606 GN=BRCA1 PE=1 SV=2	141	141	1.000	42	48	51	42	48	51	42.000	48.000	51.000	 
3196.0	1	sp|P38405|GNAL_HUMAN	 	11.8	381	44308	Guanine nucleotide-binding protein G(olf) subunit alpha OS=Homo sapiens OX=9606 GN=GNAL PE=1 SV=1	85	1	0.012	29	31	25	0	1	0	0.000	1.228	0.000	sp|P04899|GNAI2_HUMAN, sp|P08754|GNAI3_HUMAN, sp|P09471|GNAO_HUMAN, sp|P11488|GNAT1_HUMAN, sp|P38405|GNAL_HUMAN, sp|P63096|GNAI1_HUMAN, sp|Q03113|GNA12_HUMAN, sp|Q14344|GNA13_HUMAN, sp|Q5JWF2|GNAS1_HUMAN
3197.0	1	sp|P38432|COIL_HUMAN	 	28.5	576	62608	Coilin OS=Homo sapiens OX=9606 GN=COIL PE=1 SV=1	64	64	1.000	23	19	22	23	19	22	23.000	19.000	22.000	 
3198.0	1	sp|P38435|VKGC_HUMAN	 	5.1	758	87560	Vitamin K-dependent gamma-carboxylase OS=Homo sapiens OX=9606 GN=GGCX PE=1 SV=2	11	11	1.000	4	5	2	4	5	2	4.000	5.000	2.000	 
3199.0	1	sp|P38571|LICH_HUMAN	 	11.8	399	45418	Lysosomal acid lipase/cholesteryl ester hydrolase OS=Homo sapiens OX=9606 GN=LIPA PE=1 SV=2	21	21	1.000	7	7	7	7	7	7	7.000	7.000	7.000	 
3200.0	1	sp|P38606|VATA_HUMAN	 	49.4	617	68303	V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2	201	201	1.000	75	71	55	75	71	55	75.000	71.000	55.000	 
3201.0	1	sp|P38646|GRP75_HUMAN	 	66.7	679	73680	Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2	1393	1340	0.962	510	480	403	494	464	382	499.732	469.855	389.968	REV_O15078, REV_P01213, sp|P11142|HSP7C_HUMAN, sp|P38646|GRP75_HUMAN, sp|P54652|HSP72_HUMAN
3202.0	1	sp|P38919|IF4A3_HUMAN	 	59.1	411	46871	Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4	500	470	0.940	170	182	148	161	168	141	164.959	174.778	144.403	sp|P38919|IF4A3_HUMAN, sp|P60842|IF4A1_HUMAN, sp|Q14240|IF4A2_HUMAN
3203.0	1	sp|P38935|SMBP2_HUMAN	 	28.2	993	109148	DNA-binding protein SMUBP-2 OS=Homo sapiens OX=9606 GN=IGHMBP2 PE=1 SV=3	55	55	1.000	14	24	17	14	24	17	14.000	24.000	17.000	 
3204.0	1	sp|P38936|CDN1A_HUMAN	 	51.8	164	18119	Cyclin-dependent kinase inhibitor 1 OS=Homo sapiens OX=9606 GN=CDKN1A PE=1 SV=3	13	13	1.000	3	6	4	3	6	4	3.000	6.000	4.000	 
3205.0	1	sp|P39019|RS19_HUMAN	 	69.0	145	16060	40S ribosomal protein S19 OS=Homo sapiens OX=9606 GN=RPS19 PE=1 SV=2	267	267	1.000	98	94	75	98	94	75	98.000	94.000	75.000	 
3206.0	1	sp|P39023|RL3_HUMAN	 	53.1	403	46108	60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2	700	626	0.894	256	252	192	232	225	169	255.200	251.299	191.468	sp|P39023|RL3_HUMAN, sp|Q92901|RL3L_HUMAN
3207.0	1	sp|P39060|COIA1_HUMAN	 	4.7	1754	178185	Collagen alpha-1(XVIII) chain OS=Homo sapiens OX=9606 GN=COL18A1 PE=1 SV=5	54	54	1.000	47	0	7	47	0	7	47.000	0.000	7.000	 
3208.0	1	sp|P39656|OST48_HUMAN	 	36.8	456	50800	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4	231	231	1.000	88	77	66	88	77	66	88.000	77.000	66.000	 
3209.0	1	sp|P39687|AN32A_HUMAN	 	56.6	249	28585	Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens OX=9606 GN=ANP32A PE=1 SV=1	736	541	0.735	257	232	247	198	165	178	250.113	221.008	239.930	sp|O95626|AN32D_HUMAN, sp|P39687|AN32A_HUMAN, sp|Q92688|AN32B_HUMAN
3210.0	1	sp|P39748|FEN1_HUMAN	 	64.7	380	42593	Flap endonuclease 1 OS=Homo sapiens OX=9606 GN=FEN1 PE=1 SV=1	456	456	1.000	174	138	144	174	138	144	174.000	138.000	144.000	 
3211.0	1	sp|P39880|CUX1_HUMAN	 	43.8	1505	164186	Homeobox protein cut-like 1 OS=Homo sapiens OX=9606 GN=CUX1 PE=1 SV=3	293	282	0.962	100	96	97	97	92	93	99.969	96.000	97.000	sp|O14529|CUX2_HUMAN, sp|P39880|CUX1_HUMAN
3212.0	1	sp|P39900|MMP12_HUMAN	 	7.9	470	54001	Macrophage metalloelastase OS=Homo sapiens OX=9606 GN=MMP12 PE=1 SV=1	5	5	1.000	5	0	0	5	0	0	5.000	0.000	0.000	 
3213.0	1	sp|P40121|CAPG_HUMAN	 	37.1	348	38498	Macrophage-capping protein OS=Homo sapiens OX=9606 GN=CAPG PE=1 SV=2	561	561	1.000	200	188	173	200	188	173	200.000	188.000	173.000	 
3214.0	1	sp|P40123|CAP2_HUMAN	 	41.9	477	52823	Adenylyl cyclase-associated protein 2 OS=Homo sapiens OX=9606 GN=CAP2 PE=1 SV=1	73	21	0.288	18	31	24	9	9	3	9.157	9.390	3.149	sp|P40123|CAP2_HUMAN, sp|Q01518|CAP1_HUMAN
3215.0	1	sp|P40189|IL6RB_HUMAN	 	3.5	918	103535	Interleukin-6 receptor subunit beta OS=Homo sapiens OX=9606 GN=IL6ST PE=1 SV=2	8	8	1.000	2	3	3	2	3	3	2.000	3.000	3.000	 
3216.0	1	sp|P40197|GPV_HUMAN	 	12.3	560	60958	Platelet glycoprotein V OS=Homo sapiens OX=9606 GN=GP5 PE=1 SV=1	9	9	1.000	1	5	3	1	5	3	1.000	5.000	3.000	 
3217.0	1	sp|P40199|CEAM6_HUMAN	 	22.4	344	37194	Carcinoembryonic antigen-related cell adhesion molecule 6 OS=Homo sapiens OX=9606 GN=CEACAM6 PE=1 SV=3	26	26	1.000	14	6	6	14	6	6	14.000	6.000	6.000	 
3218.0	1	sp|P40200|TACT_HUMAN	 	4.8	585	65633	T-cell surface protein tactile OS=Homo sapiens OX=9606 GN=CD96 PE=1 SV=2	3	3	1.000	0	3	0	0	3	0	0.000	3.000	0.000	 
3219.0	1	sp|P40222|TXLNA_HUMAN	 	58.6	546	61890	Alpha-taxilin OS=Homo sapiens OX=9606 GN=TXLNA PE=1 SV=3	175	175	1.000	59	60	56	59	60	56	59.000	60.000	56.000	 
3220.0	1	sp|P40227|TCPZ_HUMAN	 	77.4	531	58024	T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3	916	698	0.762	367	294	255	277	222	199	367.000	293.357	254.443	sp|P40227|TCPZ_HUMAN, sp|Q92526|TCPW_HUMAN
3221.0	1	sp|P40259|CD79B_HUMAN	 	28.4	229	26048	B-cell antigen receptor complex-associated protein beta chain OS=Homo sapiens OX=9606 GN=CD79B PE=1 SV=1	31	31	1.000	9	14	8	9	14	8	9.000	14.000	8.000	 
3222.0	1	sp|P40261|NNMT_HUMAN	 	10.6	264	29574	Nicotinamide N-methyltransferase OS=Homo sapiens OX=9606 GN=NNMT PE=1 SV=1	9	9	1.000	5	0	4	5	0	4	5.000	0.000	4.000	 
3223.0	1	sp|P40306|PSB10_HUMAN	 	39.6	273	28936	Proteasome subunit beta type-10 OS=Homo sapiens OX=9606 GN=PSMB10 PE=1 SV=1	178	178	1.000	62	72	44	62	72	44	62.000	72.000	44.000	 
3224.0	1	sp|P40337|VHL_HUMAN	 	11.3	213	24152	von Hippel-Lindau disease tumor suppressor OS=Homo sapiens OX=9606 GN=VHL PE=1 SV=2	6	6	1.000	2	3	1	2	3	1	2.000	3.000	1.000	 
3225.0	1	sp|P40424|PBX1_HUMAN	 	12.6	430	46625	Pre-B-cell leukemia transcription factor 1 OS=Homo sapiens OX=9606 GN=PBX1 PE=1 SV=1	16	0	0.000	5	7	4	0	0	0	0.000	0.000	0.000	sp|P40424|PBX1_HUMAN, sp|P40425|PBX2_HUMAN, sp|P40426|PBX3_HUMAN
3226.0	1	sp|P40425|PBX2_HUMAN	 	43.5	430	45881	Pre-B-cell leukemia transcription factor 2 OS=Homo sapiens OX=9606 GN=PBX2 PE=1 SV=2	45	30	0.667	17	17	11	12	10	8	16.846	17.000	10.889	sp|P40424|PBX1_HUMAN, sp|P40425|PBX2_HUMAN, sp|P40426|PBX3_HUMAN
3227.0	1	sp|P40426|PBX3_HUMAN	 	18.7	434	47189	Pre-B-cell leukemia transcription factor 3 OS=Homo sapiens OX=9606 GN=PBX3 PE=1 SV=1	9	2	0.222	3	3	3	1	0	1	1.154	0.000	2.111	sp|P40424|PBX1_HUMAN, sp|P40425|PBX2_HUMAN, sp|P40426|PBX3_HUMAN
3228.0	1	sp|P40429|RL13A_HUMAN	 	28.1	203	23577	60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2	305	305	1.000	119	90	96	119	90	96	119.000	90.000	96.000	 
3229.0	1	sp|P40616|ARL1_HUMAN	 	49.7	181	20417	ADP-ribosylation factor-like protein 1 OS=Homo sapiens OX=9606 GN=ARL1 PE=1 SV=1	50	50	1.000	21	15	14	21	15	14	21.000	15.000	14.000	 
3230.0	1	sp|P40692|MLH1_HUMAN	 	35.1	756	84600	DNA mismatch repair protein Mlh1 OS=Homo sapiens OX=9606 GN=MLH1 PE=1 SV=1	74	74	1.000	28	25	21	28	25	21	28.000	25.000	21.000	 
3231.0	1	sp|P40763|STAT3_HUMAN	 	53.9	770	88067	Signal transducer and activator of transcription 3 OS=Homo sapiens OX=9606 GN=STAT3 PE=1 SV=2	207	206	0.995	65	86	56	65	86	55	65.000	86.000	55.965	REV_Q03001, sp|P40763|STAT3_HUMAN
3232.0	1	sp|P40818|UBP8_HUMAN	 	29.6	1118	127522	Ubiquitin carboxyl-terminal hydrolase 8 OS=Homo sapiens OX=9606 GN=USP8 PE=1 SV=1	132	132	1.000	46	45	41	46	45	41	46.000	45.000	41.000	 
3233.0	1	sp|P40855|PEX19_HUMAN	 	53.2	299	32806	Peroxisomal biogenesis factor 19 OS=Homo sapiens OX=9606 GN=PEX19 PE=1 SV=1	136	136	1.000	46	47	43	46	47	43	46.000	47.000	43.000	 
3234.0	1	sp|P40925|MDHC_HUMAN	 	46.1	334	36426	Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4	785	785	1.000	275	263	247	275	263	247	275.000	263.000	247.000	 
3235.0	1	sp|P40926|MDHM_HUMAN	 	67.5	338	35503	Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3	1006	1006	1.000	387	315	304	387	315	304	387.000	315.000	304.000	 
3236.0	1	sp|P40937|RFC5_HUMAN	 	44.1	340	38496	Replication factor C subunit 5 OS=Homo sapiens OX=9606 GN=RFC5 PE=1 SV=1	123	123	1.000	47	36	40	47	36	40	47.000	36.000	40.000	 
3237.0	1	sp|P40938|RFC3_HUMAN	 	60.4	356	40556	Replication factor C subunit 3 OS=Homo sapiens OX=9606 GN=RFC3 PE=1 SV=2	131	131	1.000	46	48	37	46	48	37	46.000	48.000	37.000	 
3238.0	1	sp|P40939|ECHA_HUMAN	 	54.9	763	82999	Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2	972	972	1.000	337	336	299	337	336	299	337.000	336.000	299.000	 
3239.0	1	sp|P41091|IF2G_HUMAN	 	46.0	472	51109	Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3	277	277	1.000	91	101	85	91	101	85	91.000	101.000	85.000	 
3240.0	1	sp|P41162|ETV3_HUMAN	 	13.3	512	57001	ETS translocation variant 3 OS=Homo sapiens OX=9606 GN=ETV3 PE=1 SV=2	12	8	0.667	2	4	6	1	4	3	1.167	4.000	4.125	sp|P41162|ETV3_HUMAN, sp|P50548|ERF_HUMAN
3241.0	1	sp|P41182|BCL6_HUMAN	 	8.5	706	78846	B-cell lymphoma 6 protein OS=Homo sapiens OX=9606 GN=BCL6 PE=1 SV=1	12	12	1.000	4	2	6	4	2	6	4.000	2.000	6.000	 
3242.0	1	sp|P41208|CETN2_HUMAN	 	59.9	172	19738	Centrin-2 OS=Homo sapiens OX=9606 GN=CETN2 PE=1 SV=1	65	65	1.000	23	26	16	23	26	16	23.000	26.000	16.000	 
3243.0	1	sp|P41212|ETV6_HUMAN	 	20.6	452	52999	Transcription factor ETV6 OS=Homo sapiens OX=9606 GN=ETV6 PE=1 SV=1	46	46	1.000	17	18	11	17	18	11	17.000	18.000	11.000	 
3244.0	1	sp|P41214|EIF2D_HUMAN	 	52.6	584	64706	Eukaryotic translation initiation factor 2D OS=Homo sapiens OX=9606 GN=EIF2D PE=1 SV=3	86	86	1.000	33	31	22	33	31	22	33.000	31.000	22.000	 
3245.0	1	sp|P41217|OX2G_HUMAN	 	17.6	278	31264	OX-2 membrane glycoprotein OS=Homo sapiens OX=9606 GN=CD200 PE=1 SV=4	16	16	1.000	5	9	2	5	9	2	5.000	9.000	2.000	 
3246.0	1	sp|P41218|MNDA_HUMAN	 	43.7	407	45836	Myeloid cell nuclear differentiation antigen OS=Homo sapiens OX=9606 GN=MNDA PE=1 SV=1	363	363	1.000	173	92	98	173	92	98	173.000	92.000	98.000	 
3247.0	1	sp|P41219|PERI_HUMAN	 	8.3	470	53650	Peripherin OS=Homo sapiens OX=9606 GN=PRPH PE=1 SV=2	242	22	0.091	88	96	58	8	8	6	8.470	8.568	6.296	CONT_073|gi|87303|pir||JS0487, sp|P08670|VIME_HUMAN, sp|P17661|DESM_HUMAN, sp|P41219|PERI_HUMAN, sp|Q9NSB2|KRT84_HUMAN
3248.0	1	sp|P41223|BUD31_HUMAN	 	56.2	144	17000	Protein BUD31 homolog OS=Homo sapiens OX=9606 GN=BUD31 PE=1 SV=2	92	92	1.000	32	32	28	32	32	28	32.000	32.000	28.000	 
3249.0	1	sp|P41226|UBA7_HUMAN	 	27.2	1012	111693	Ubiquitin-like modifier-activating enzyme 7 OS=Homo sapiens OX=9606 GN=UBA7 PE=1 SV=2	86	86	1.000	27	29	30	27	29	30	27.000	29.000	30.000	 
3250.0	1	sp|P41227|NAA10_HUMAN	 	61.3	235	26458	N-alpha-acetyltransferase 10 OS=Homo sapiens OX=9606 GN=NAA10 PE=1 SV=1	141	100	0.709	53	55	33	40	35	25	52.683	54.444	33.000	sp|P41227|NAA10_HUMAN, sp|Q9BSU3|NAA11_HUMAN
3251.0	1	sp|P41229|KDM5C_HUMAN	 	40.3	1560	175718	Lysine-specific demethylase 5C OS=Homo sapiens OX=9606 GN=KDM5C PE=1 SV=2	147	97	0.660	41	65	41	27	40	30	39.643	63.246	39.273	sp|P41229|KDM5C_HUMAN, sp|Q9BY66|KDM5D_HUMAN, sp|Q9UGL1|KDM5B_HUMAN
3252.0	1	sp|P41236|IPP2_HUMAN	 	40.0	205	23015	Protein phosphatase inhibitor 2 OS=Homo sapiens OX=9606 GN=PPP1R2 PE=1 SV=2	111	111	1.000	38	41	32	38	41	32	38.000	41.000	32.000	 
3253.0	1	sp|P41240|CSK_HUMAN	 	61.8	450	50704	Tyrosine-protein kinase CSK OS=Homo sapiens OX=9606 GN=CSK PE=1 SV=1	342	339	0.991	111	127	104	111	124	104	111.000	127.000	104.000	sp|P41240|CSK_HUMAN, sp|P42685|FRK_HUMAN
3254.0	1	sp|P41247|PLPL4_HUMAN	 	5.9	253	27980	Patatin-like phospholipase domain-containing protein 4 OS=Homo sapiens OX=9606 GN=PNPLA4 PE=2 SV=3	3	3	1.000	1	2	0	1	2	0	1.000	2.000	0.000	 
3255.0	1	sp|P41250|GARS_HUMAN	 	40.3	739	83165	Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS PE=1 SV=3	282	282	1.000	87	104	91	87	104	91	87.000	104.000	91.000	 
3256.0	1	sp|P41252|SYIC_HUMAN	 	42.4	1262	144496	Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS PE=1 SV=2	393	393	1.000	136	144	113	136	144	113	136.000	144.000	113.000	 
3257.0	1	sp|P41279|M3K8_HUMAN	 	15.6	467	52924	Mitogen-activated protein kinase kinase kinase 8 OS=Homo sapiens OX=9606 GN=MAP3K8 PE=1 SV=2	24	24	1.000	8	9	7	8	9	7	8.000	9.000	7.000	 
3258.0	1	sp|P41439|FOLR3_HUMAN	 	16.0	243	27638	Folate receptor gamma OS=Homo sapiens OX=9606 GN=FOLR3 PE=1 SV=1	10	3	0.300	7	1	2	3	0	0	5.000	0.000	0.000	sp|P14207|FOLR2_HUMAN, sp|P41439|FOLR3_HUMAN
3259.0	1	sp|P41440|S19A1_HUMAN	 	3.4	591	64868	Folate transporter 1 OS=Homo sapiens OX=9606 GN=SLC19A1 PE=1 SV=3	15	15	1.000	5	5	5	5	5	5	5.000	5.000	5.000	 
3260.0	1	sp|P41567|EIF1_HUMAN	 	65.5	113	12732	Eukaryotic translation initiation factor 1 OS=Homo sapiens OX=9606 GN=EIF1 PE=1 SV=1	161	161	1.000	55	53	53	55	53	53	55.000	53.000	53.000	 
3261.0	1	sp|P41732|TSN7_HUMAN	 	6.0	249	27574	Tetraspanin-7 OS=Homo sapiens OX=9606 GN=TSPAN7 PE=1 SV=2	10	10	1.000	4	3	3	4	3	3	4.000	3.000	3.000	 
3262.0	1	sp|P41743|KPCI_HUMAN	 	23.8	596	68262	Protein kinase C iota type OS=Homo sapiens OX=9606 GN=PRKCI PE=1 SV=2	29	22	0.759	10	10	9	7	9	6	9.333	9.692	7.800	sp|P41743|KPCI_HUMAN, sp|Q05513|KPCZ_HUMAN
3263.0	1	sp|P41970|ELK3_HUMAN	 	37.1	407	44239	ETS domain-containing protein Elk-3 OS=Homo sapiens OX=9606 GN=ELK3 PE=1 SV=2	41	38	0.927	16	14	11	15	13	10	15.750	13.765	10.769	sp|P19419|ELK1_HUMAN, sp|P41970|ELK3_HUMAN
